id,artist_id,name,album_type,external_urls,label,popularity,release_date,release_date_precision,total_tracks
0HYHImbSqwsuU61PSMEe8J,7wlFDEWiM5OoIAt8RSli8b,Realer 2,album,https://open.spotify.com/album/0HYHImbSqwsuU61PSMEe8J,"Never Broke Again, LLC",60,2022-09-07,day,15
1ZCsPUZ7j9dTqjhU2I36tw,7wlFDEWiM5OoIAt8RSli8b,The Last Slimeto,album,https://open.spotify.com/album/1ZCsPUZ7j9dTqjhU2I36tw,"Never Broke Again, LLC",66,2022-08-05,day,30
7hGWu5QWigdJx6pgDMqxa6,7wlFDEWiM5OoIAt8RSli8b,The Last Slimeto (Instrumental),album,https://open.spotify.com/album/7hGWu5QWigdJx6pgDMqxa6,"Never Broke Again, LLC",33,2022-08-02,day,30
3S8yHRsyel6ATHtZdwZyFq,7wlFDEWiM5OoIAt8RSli8b,The Last Slimeto Sampler,album,https://open.spotify.com/album/3S8yHRsyel6ATHtZdwZyFq,"Never Broke Again, LLC",56,2022-04-01,day,11
1X4W9ApaYSS9ZsmUhIVDD3,7wlFDEWiM5OoIAt8RSli8b,BETTER THAN YOU,album,https://open.spotify.com/album/1X4W9ApaYSS9ZsmUhIVDD3,South Coast Music Group / Interscope Records / Atlantic Records,60,2022-03-04,day,12
0k8MGNLX5dYWX9iHao1Vtx,7wlFDEWiM5OoIAt8RSli8b,Colors,album,https://open.spotify.com/album/0k8MGNLX5dYWX9iHao1Vtx,"Never Broke Again, LLC",65,2022-01-28,day,19
2oyN9nzl627l8ZeovPo46F,7wlFDEWiM5OoIAt8RSli8b,From The Bayou,album,https://open.spotify.com/album/2oyN9nzl627l8ZeovPo46F,Big38 Enterprise / Cash Money,60,2021-12-10,day,13
4ssppGN0Qy4OeJTUDr1Etd,7wlFDEWiM5OoIAt8RSli8b,"Sincerely, Kentrell",album,https://open.spotify.com/album/4ssppGN0Qy4OeJTUDr1Etd,"Never Broke Again, LLC",68,2021-09-24,day,23
3mECZtuMuQHxahdcVHvmVG,7wlFDEWiM5OoIAt8RSli8b,"Sincerely, Kentrell (Instrumental)",album,https://open.spotify.com/album/3mECZtuMuQHxahdcVHvmVG,"Never Broke Again, LLC",25,2021-09-23,day,23
1w3bK9CG80xsuDPlrz5EV7,7wlFDEWiM5OoIAt8RSli8b,Nobody Safe,album,https://open.spotify.com/album/1w3bK9CG80xsuDPlrz5EV7,Rich Forever Music / EMPIRE,51,2020-11-20,day,15
16KXrAw3eocY4j77dD2EUk,7wlFDEWiM5OoIAt8RSli8b,Until I Return,album,https://open.spotify.com/album/16KXrAw3eocY4j77dD2EUk,"Never Broke Again, LLC",59,2020-11-13,day,15
7ubO2LZJZFpyhiWMZkRwcH,0tmwSHipWxN12fsoLcFU3B,2000,album,https://open.spotify.com/album/7ubO2LZJZFpyhiWMZkRwcH,Sony Music Latin/La Industria,78,2023-03-17,day,15
2yYl7Q3GOoBjznGy0Rsc2f,0tmwSHipWxN12fsoLcFU3B,Dopamina,album,https://open.spotify.com/album/2yYl7Q3GOoBjznGy0Rsc2f,Sony Music Latin/La Industria,74,2021-04-09,day,13
0CUMVFalkFhZM6Xo0ErxLi,0tmwSHipWxN12fsoLcFU3B,ADN,album,https://open.spotify.com/album/0CUMVFalkFhZM6Xo0ErxLi,Sony Music Latin/La Industria,71,2019-08-23,day,16
753zWh3I26DZ8pCOfJFZfA,0tmwSHipWxN12fsoLcFU3B,Qué Pecao,single,https://open.spotify.com/album/753zWh3I26DZ8pCOfJFZfA,La Industria/Sony Music Latin,69,2024-10-03,day,1
1p2JgxJxYfju0cSvAnfuPo,0tmwSHipWxN12fsoLcFU3B,Enhorabuena,single,https://open.spotify.com/album/1p2JgxJxYfju0cSvAnfuPo,La Industria/Sony Music Latin,63,2024-08-08,day,1
1QLI6MlAp0UmM95vnsMK2M,0tmwSHipWxN12fsoLcFU3B,Dios Te Cuide,single,https://open.spotify.com/album/1QLI6MlAp0UmM95vnsMK2M,La Industria/Sony Music Latin,56,2024-06-27,day,1
45DC2xHGmXJcQxqd5gyoMM,0tmwSHipWxN12fsoLcFU3B,Sussy,single,https://open.spotify.com/album/45DC2xHGmXJcQxqd5gyoMM,Sonar LLC.,45,2024-06-13,day,1
2t2TGRu7yTlcXjMbdBZmbS,0tmwSHipWxN12fsoLcFU3B,Bahamas,single,https://open.spotify.com/album/2t2TGRu7yTlcXjMbdBZmbS,La Industria/Sony Music Latin,47,2024-04-11,day,1
0tsruTj7W1OO3QyOLdnoBj,0tmwSHipWxN12fsoLcFU3B,1000COSAS,single,https://open.spotify.com/album/0tsruTj7W1OO3QyOLdnoBj,Universal Music Spain S.L.,67,2024-03-07,day,1
4QVQv92wU7pvi5zTOStXel,0tmwSHipWxN12fsoLcFU3B,Mamasota,single,https://open.spotify.com/album/4QVQv92wU7pvi5zTOStXel,La Industria/Sony Music Latin,53,2024-02-22,day,1
1CTsEbkffQZulUwUZKzmCX,0tmwSHipWxN12fsoLcFU3B,ojos. labios. cara.,single,https://open.spotify.com/album/1CTsEbkffQZulUwUZKzmCX,La Industria/Sony Music Latin,34,2023-10-25,day,1
1QeOEm9n7zYsIqHvg0KRY6,0tmwSHipWxN12fsoLcFU3B,Dem Time Deh,single,https://open.spotify.com/album/1QeOEm9n7zYsIqHvg0KRY6,22 Label Group LLC,33,2023-10-19,day,1
2ESHmQZeKsZgnEA6HTCKt9,0tmwSHipWxN12fsoLcFU3B,DE LUNES A LUNES,single,https://open.spotify.com/album/2ESHmQZeKsZgnEA6HTCKt9,La Industria/Sony Music Latin,57,2023-08-24,day,1
4qtiO9UGqajxnKC0z0Mxn7,0tmwSHipWxN12fsoLcFU3B,Copa Vacía,single,https://open.spotify.com/album/4qtiO9UGqajxnKC0z0Mxn7,Sony Music Latin,60,2023-06-29,day,1
3OQ7OIIIWGjdHCBzZwDMbH,0tmwSHipWxN12fsoLcFU3B,Tu,single,https://open.spotify.com/album/3OQ7OIIIWGjdHCBzZwDMbH,Malachi Records / Creative Titans Music UK LTD,23,2023-06-02,day,2
1Bljfw6EAFDey9DhXG0UjO,0tmwSHipWxN12fsoLcFU3B,El Merengue (ESSEL Remix),single,https://open.spotify.com/album/1Bljfw6EAFDey9DhXG0UjO,Sony Music Latin,18,2023-05-30,day,1
11XlVWabaJZbSWaKipFp9k,0tmwSHipWxN12fsoLcFU3B,El Merengue (HUGEL Remix),single,https://open.spotify.com/album/11XlVWabaJZbSWaKipFp9k,Sony Music Latin,43,2023-05-19,day,1
6ipSs6dghPmKSjultzvMiN,0tmwSHipWxN12fsoLcFU3B,Bentley (Remix),single,https://open.spotify.com/album/6ipSs6dghPmKSjultzvMiN,Sonar LLC.,25,2023-05-18,day,1
6sU751LOdNBPvVErW1GunP,0tmwSHipWxN12fsoLcFU3B,El Merengue,single,https://open.spotify.com/album/6sU751LOdNBPvVErW1GunP,Sony Music Latin,68,2023-03-03,day,1
3kGn13mW34Ookfj6yiY8BF,5lwmRuXgjX8xIwlnauTZIP,"Fórmula, Vol. 3",album,https://open.spotify.com/album/3kGn13mW34Ookfj6yiY8BF,Sony Music Latin,74,2022-09-01,day,21
2JWG9FSkVSEe63zXq4d2LL,5lwmRuXgjX8xIwlnauTZIP,Utopia Live From MetLife Stadium,album,https://open.spotify.com/album/2JWG9FSkVSEe63zXq4d2LL,Sony Music Latin,44,2021-09-10,day,20
1yM8iaMk4Slsqr94LabgN1,5lwmRuXgjX8xIwlnauTZIP,Utopia,album,https://open.spotify.com/album/1yM8iaMk4Slsqr94LabgN1,Sony Music Latin,69,2019-04-05,day,13
6bm9EpUNvQ9xMglBJGRmgS,5lwmRuXgjX8xIwlnauTZIP,Golden,album,https://open.spotify.com/album/6bm9EpUNvQ9xMglBJGRmgS,Sony Music Latin,78,2017-07-21,day,18
14FnVB8TQDpKxlb1hqojPV,5lwmRuXgjX8xIwlnauTZIP,"Fórmula, Vol. 2: Track by Track",album,https://open.spotify.com/album/14FnVB8TQDpKxlb1hqojPV,Sony Music Latin,26,2014-06-10,day,11
17HsiXfqKUPoTP6Y5ebs1L,5lwmRuXgjX8xIwlnauTZIP,"Fórmula, Vol. 2 (Deluxe Edition)",album,https://open.spotify.com/album/17HsiXfqKUPoTP6Y5ebs1L,Sony Music Latin,85,2014-02-25,day,19
1AKN4ZhJ3pdKQXCS4CNQRT,5lwmRuXgjX8xIwlnauTZIP,The King Stays King - Sold Out at Madison Square Garden,album,https://open.spotify.com/album/1AKN4ZhJ3pdKQXCS4CNQRT,Sony Music Latin,48,2012-11-06,day,18
6a3RDPcFamZvFCi8VeXWkK,5lwmRuXgjX8xIwlnauTZIP,Fórmula Vol. 1 (Deluxe Edition),album,https://open.spotify.com/album/6a3RDPcFamZvFCi8VeXWkK,Sony Music Latin,79,2012-08-27,day,20
2iiR2powAnVyARFx7deWZT,5lwmRuXgjX8xIwlnauTZIP,ÁNGEL,single,https://open.spotify.com/album/2iiR2powAnVyARFx7deWZT,Grupo Frontera,73,2024-07-25,day,1
1skkjCQGfaGg0wpVw6cq5w,5lwmRuXgjX8xIwlnauTZIP,X SI VOLVEMOS,single,https://open.spotify.com/album/1skkjCQGfaGg0wpVw6cq5w,Universal Music Latino,59,2023-02-03,day,1
0iCPWCwbr1PIaz7ATYc4Jn,5lwmRuXgjX8xIwlnauTZIP,SIRI,single,https://open.spotify.com/album/0iCPWCwbr1PIaz7ATYc4Jn,Sony Music Latin,43,2022-08-30,day,1
0fuHe4cJQ677flvGr2QLN1,5lwmRuXgjX8xIwlnauTZIP,Me Extraño,single,https://open.spotify.com/album/0fuHe4cJQ677flvGr2QLN1,Sony Music Latin,52,2022-08-30,day,1
3dlSb1l960OG7kjmPvirXU,5lwmRuXgjX8xIwlnauTZIP,Sus Huellas,single,https://open.spotify.com/album/3dlSb1l960OG7kjmPvirXU,Sony Music Latin,53,2022-02-14,day,1
6N5QFzqqBBMHyZXebyqRnv,5lwmRuXgjX8xIwlnauTZIP,Inmortal (Live From MetLife Stadium),single,https://open.spotify.com/album/6N5QFzqqBBMHyZXebyqRnv,Sony Music Latin,47,2021-08-20,day,1
2AWg2kHOfuRPjJKYyttF9T,5lwmRuXgjX8xIwlnauTZIP,Fan de Tus Fotos,single,https://open.spotify.com/album/2AWg2kHOfuRPjJKYyttF9T,Sony Music Latin,52,2021-02-08,day,1
3HItKdsXoqNXaNcKeJPVBW,5lwmRuXgjX8xIwlnauTZIP,Tú Vas a Tener Que Explicarme (Remix),single,https://open.spotify.com/album/3HItKdsXoqNXaNcKeJPVBW,Sony Music Latin,40,2020-10-22,day,1
4xpeeztYL2ensw5QYD4rDg,5lwmRuXgjX8xIwlnauTZIP,Nuestro Amor,single,https://open.spotify.com/album/4xpeeztYL2ensw5QYD4rDg,Mayimba Music,44,2020-07-22,day,1
0vPG06qvqmD1XL1uAFysKM,5lwmRuXgjX8xIwlnauTZIP,Sigues Con El (Remix),single,https://open.spotify.com/album/0vPG06qvqmD1XL1uAFysKM,Rimas Entertainment LLC.,53,2020-04-10,day,1
1f0CTYUfYgfehhyKnR4noN,46SHBwWsqBkxI7EeeBEQG7,Vulture Love Presents: The Last Zombies on Earth,album,https://open.spotify.com/album/1f0CTYUfYgfehhyKnR4noN,"Vulture Love, LLC/ Capitol Records",46,2024-05-31,day,15
65SsQtOf5Cd25fanX62XRR,46SHBwWsqBkxI7EeeBEQG7,When I Was Dead,album,https://open.spotify.com/album/65SsQtOf5Cd25fanX62XRR,Vulture Love/Capitol Records,58,2023-11-10,day,19
5RHAybGQ8yuZHBd45DJ05b,46SHBwWsqBkxI7EeeBEQG7,Pistolz & Pearlz,album,https://open.spotify.com/album/5RHAybGQ8yuZHBd45DJ05b,Atlantic Records,55,2023-05-26,day,21
3QA68hsAUFPxoys8NGNtjs,46SHBwWsqBkxI7EeeBEQG7,Kutthroat Bill: Vol. 1,album,https://open.spotify.com/album/3QA68hsAUFPxoys8NGNtjs,Atlantic Records,56,2022-10-28,day,19
7sX9VE0I4zbslanrLXR5aR,46SHBwWsqBkxI7EeeBEQG7,Back For Everything,album,https://open.spotify.com/album/7sX9VE0I4zbslanrLXR5aR,Atlantic Records,68,2022-02-25,day,19
4DGNmFH2q7WEtFI88geAmu,46SHBwWsqBkxI7EeeBEQG7,Haitian Boy Kodak,album,https://open.spotify.com/album/4DGNmFH2q7WEtFI88geAmu,Atlantic Records,48,2021-05-14,day,8
051k93izd0reEjp85OgEo6,46SHBwWsqBkxI7EeeBEQG7,Bill Israel,album,https://open.spotify.com/album/051k93izd0reEjp85OgEo6,Atlantic Records,50,2020-11-11,day,11
5n1GSzC1Reao29ScnpLYqp,46SHBwWsqBkxI7EeeBEQG7,Dying to Live,album,https://open.spotify.com/album/5n1GSzC1Reao29ScnpLYqp,Atlantic Records,72,2018-12-14,day,16
0U578dQAanKmYDKCvqk2P3,46SHBwWsqBkxI7EeeBEQG7,Heart Break Kodak (HBK),album,https://open.spotify.com/album/0U578dQAanKmYDKCvqk2P3,Atlantic Records,53,2018-02-14,day,17
0D2kFxAO1YPAuxAtP23g0p,46SHBwWsqBkxI7EeeBEQG7,Project Baby 2: All Grown Up (Deluxe Edition),album,https://open.spotify.com/album/0D2kFxAO1YPAuxAtP23g0p,Atlantic Records,58,2017-11-24,day,27
1mUwtBhnrDj0dkwnEjhOj0,46SHBwWsqBkxI7EeeBEQG7,FEMA (Finesse Elevate Motivate Achieve),album,https://open.spotify.com/album/1mUwtBhnrDj0dkwnEjhOj0,916% ENTERTAINMENT,59,2017-10-31,day,10
51wp3EOOp2mBIjhZjR7W0i,46SHBwWsqBkxI7EeeBEQG7,Project Baby 2: All Grown Up,album,https://open.spotify.com/album/51wp3EOOp2mBIjhZjR7W0i,Atlantic Records,73,2017-08-18,day,19
5mG8oNkNKM2my7t9ywra96,46SHBwWsqBkxI7EeeBEQG7,Painting Pictures,album,https://open.spotify.com/album/5mG8oNkNKM2my7t9ywra96,Atlantic Records,69,2017-03-31,day,18
6dAUCUgPdEiorKV7101AtE,46SHBwWsqBkxI7EeeBEQG7,Lil Big Pac,album,https://open.spotify.com/album/6dAUCUgPdEiorKV7101AtE,Dollaz N Dealz Ent,62,2016-06-10,day,12
4J5QtgOhv6tPCsxxifVskj,46SHBwWsqBkxI7EeeBEQG7,Institution,album,https://open.spotify.com/album/4J5QtgOhv6tPCsxxifVskj,Dollaz N Dealz,68,2015-12-26,day,24
5Y3yGPqEZkTOCYNPQfzBae,46SHBwWsqBkxI7EeeBEQG7,Project Baby,album,https://open.spotify.com/album/5Y3yGPqEZkTOCYNPQfzBae,Dollaz N Dealz Ent,48,2015-04-14,day,16
6KFW9lDRKODehZOBESXp3s,46SHBwWsqBkxI7EeeBEQG7,Heart of the Projects,album,https://open.spotify.com/album/6KFW9lDRKODehZOBESXp3s,Dollaz N Dealz Ent,49,2014-12-25,day,17
7hjPN0PUgbdBAvgX3el4RZ,46SHBwWsqBkxI7EeeBEQG7,7 AM in Munich (feat. Kodak Black),single,https://open.spotify.com/album/7hjPN0PUgbdBAvgX3el4RZ,Motion Music/Atlantic,45,2024-08-22,day,1
2NibhROzVqZ3UmHx6JLygb,46SHBwWsqBkxI7EeeBEQG7,ONBOA47RD,single,https://open.spotify.com/album/2NibhROzVqZ3UmHx6JLygb,BZM Music,49,2024-08-16,day,1
2Ke0SlOOJmQ8zvs7tOjEZN,46SHBwWsqBkxI7EeeBEQG7,Hit Stick,single,https://open.spotify.com/album/2Ke0SlOOJmQ8zvs7tOjEZN,Vulture Love/Capitol Records,56,2024-08-09,day,1
4NcNKEziN6KU6eBrKun7eg,2o5jDhtHVPhrJdv3cEQ99Z,DRIVE Continuous DJ Mix,album,https://open.spotify.com/album/4NcNKEziN6KU6eBrKun7eg,Atlantic Records,41,2023-04-21,day,15
5MZ8KBGWztnBxBlrLPRBZB,2o5jDhtHVPhrJdv3cEQ99Z,DRIVE,album,https://open.spotify.com/album/5MZ8KBGWztnBxBlrLPRBZB,Atlantic Records,50,2023-04-21,day,13
6CIslPQSknp875cigkhKJC,2o5jDhtHVPhrJdv3cEQ99Z,The London Sessions,album,https://open.spotify.com/album/6CIslPQSknp875cigkhKJC,"Universal Music, a division of Universal International Music BV",59,2020-05-15,day,13
6jd8wvEoi6sCzP92Vt7CPZ,2o5jDhtHVPhrJdv3cEQ99Z,Together,album,https://open.spotify.com/album/6jd8wvEoi6sCzP92Vt7CPZ,Musical Freedom,46,2019-04-05,day,11
3yyMpOkLtbcbVJFzEESLN0,2o5jDhtHVPhrJdv3cEQ99Z,"CLUBLIFE, VOL. 5: CHINA",album,https://open.spotify.com/album/3yyMpOkLtbcbVJFzEESLN0,Musical Freedom,48,2017-11-10,day,36
3HMuPwQxlJt23qjY8tAVAd,2o5jDhtHVPhrJdv3cEQ99Z,AFTR:HRS (Mixed By Tiësto),album,https://open.spotify.com/album/3HMuPwQxlJt23qjY8tAVAd,AFTR:HRS,36,2016-12-23,day,14
57bABnvvPfNhBQRI70dqlU,2o5jDhtHVPhrJdv3cEQ99Z,"Club Life, Vol. 4 - New York City",album,https://open.spotify.com/album/57bABnvvPfNhBQRI70dqlU,"Universal Music, a division of Universal International Music BV",59,2015-05-18,day,18
4SHlBT6B3kL8bdj6X2xHRp,2o5jDhtHVPhrJdv3cEQ99Z,A Town Called Paradise,album,https://open.spotify.com/album/4SHlBT6B3kL8bdj6X2xHRp,"Universal Music, a division of Universal International Music BV",61,2014-06-13,day,19
5pbsUGC9LpIf2r9QSfJpGZ,2o5jDhtHVPhrJdv3cEQ99Z,"Club Life, Vol. 3 - Stockholm",album,https://open.spotify.com/album/5pbsUGC9LpIf2r9QSfJpGZ,Musical Freedom,45,2013-06-11,day,16
2BwI9hLyadMsWhWNVCkQMO,2o5jDhtHVPhrJdv3cEQ99Z,Club Life: Vol. Two Miami,album,https://open.spotify.com/album/2BwI9hLyadMsWhWNVCkQMO,Musical Freedom,37,2012-04-23,day,16
1eJ7TnvOWqbjalmcleZY7r,2o5jDhtHVPhrJdv3cEQ99Z,Club Life - Volume One Las Vegas (Unmixed),album,https://open.spotify.com/album/1eJ7TnvOWqbjalmcleZY7r,Musical Freedom,33,2011-04-05,day,15
1Ufqq0yg7gEyRQ70ofgKXe,2o5jDhtHVPhrJdv3cEQ99Z,Club Life - Volume One Las Vegas (Continuous DJ Mix),album,https://open.spotify.com/album/1Ufqq0yg7gEyRQ70ofgKXe,Musical Freedom,41,2011-04-05,day,15
2MVQk18lcLb877ngATVd7s,2o5jDhtHVPhrJdv3cEQ99Z,Nyana Mixed by Tiësto,album,https://open.spotify.com/album/2MVQk18lcLb877ngATVd7s,Black Hole Recordings,41,2010-11-08,day,27
4KO7VpizK78kEY0nj1XF1K,2o5jDhtHVPhrJdv3cEQ99Z,Nyana,album,https://open.spotify.com/album/4KO7VpizK78kEY0nj1XF1K,Black Hole Recordings,27,2010-11-01,day,30
6hp5Jw14hoYlbfCPH0nLzO,2o5jDhtHVPhrJdv3cEQ99Z,Kaleidoscope: Remixed,album,https://open.spotify.com/album/6hp5Jw14hoYlbfCPH0nLzO,Musical Freedom,40,2010-08-31,day,14
7FREsOpG6r1G6Q6NCQrVZg,2o5jDhtHVPhrJdv3cEQ99Z,In Search Of Sunrise 1,album,https://open.spotify.com/album/7FREsOpG6r1G6Q6NCQrVZg,Songbird,26,2010-04-12,day,15
4XTivwNLb8VDQdtdjUe070,2o5jDhtHVPhrJdv3cEQ99Z,Parade of the Athletes,album,https://open.spotify.com/album/4XTivwNLb8VDQdtdjUe070,Magik Muzik,37,2009-11-24,day,13
34Fv5cFmZXIHGOyNVWR7NM,2o5jDhtHVPhrJdv3cEQ99Z,In Search Of Sunrise 4 - Latin America,album,https://open.spotify.com/album/34Fv5cFmZXIHGOyNVWR7NM,Songbird,27,2009-11-16,day,30
3L7HojVI3ELv05boMWUKDv,2o5jDhtHVPhrJdv3cEQ99Z,Kaleidoscope,album,https://open.spotify.com/album/3L7HojVI3ELv05boMWUKDv,Musical Freedom,49,2009-10-02,day,17
4YqSXXKn6sjdmP6bChomiI,2o5jDhtHVPhrJdv3cEQ99Z,In Search Of Sunrise 5 - Los Angeles,album,https://open.spotify.com/album/4YqSXXKn6sjdmP6bChomiI,Songbird,29,2009-08-04,day,29
6UwjRSX9RQyNgJ3LwYhr9i,2ye2Wgw4gimLv2eAKyk1NB,72 Seasons,album,https://open.spotify.com/album/6UwjRSX9RQyNgJ3LwYhr9i,EMI,64,2023-04-14,day,12
7h5xn0Olvx2p0eQcSt1Osy,2ye2Wgw4gimLv2eAKyk1NB,Metallica (Remastered Deluxe Box Set),album,https://open.spotify.com/album/7h5xn0Olvx2p0eQcSt1Osy,Blackened Recordings / Universal Music,58,2021-09-10,day,193
3dck2tBxGfxj9m3CguDgjb,2ye2Wgw4gimLv2eAKyk1NB,Metallica (Remastered 2021),album,https://open.spotify.com/album/3dck2tBxGfxj9m3CguDgjb,Blackened Recordings / Universal Music,55,2021-09-10,day,12
7Hc3m7konwS0ugyN8vJhNg,2ye2Wgw4gimLv2eAKyk1NB,S&M2,album,https://open.spotify.com/album/7Hc3m7konwS0ugyN8vJhNg,Blackened Recordings / Universal Music,51,2020-08-28,day,22
5tEW32iyrRuYPQQ4bwUiCf,2ye2Wgw4gimLv2eAKyk1NB,Helping Hands…Live & Acoustic At The Masonic,album,https://open.spotify.com/album/5tEW32iyrRuYPQQ4bwUiCf,Blackened Recordings / Universal Music,41,2019-02-01,day,12
4bcUiX49wpmDRhrC8TvDWV,2ye2Wgw4gimLv2eAKyk1NB,Hardwired…To Self-Destruct (Deluxe),album,https://open.spotify.com/album/4bcUiX49wpmDRhrC8TvDWV,Blackened Recordings / Universal Music,59,2016-11-18,day,26
7LwifLL1anaEd9eIIfIkx7,2ye2Wgw4gimLv2eAKyk1NB,Hardwired…To Self-Destruct,album,https://open.spotify.com/album/7LwifLL1anaEd9eIIfIkx7,Blackened Recordings / Universal Music,57,2016-11-18,day,12
0ecPxTAKqXdr2MJYdYOM7e,2ye2Wgw4gimLv2eAKyk1NB,Metallica Through The Never (Music From The Motion Picture),album,https://open.spotify.com/album/0ecPxTAKqXdr2MJYdYOM7e,Blackened Recordings / Universal Music,51,2013-01-01,day,16
3a1SJd8obHju43McHQew7J,2ye2Wgw4gimLv2eAKyk1NB,Lulu,album,https://open.spotify.com/album/3a1SJd8obHju43McHQew7J,Blackened Recordings / Universal Music,30,2011-01-01,day,10
3bK58rVcWBh3V3vxMLzi0V,2ye2Wgw4gimLv2eAKyk1NB,Death Magnetic,album,https://open.spotify.com/album/3bK58rVcWBh3V3vxMLzi0V,Blackened Recordings / Universal Music,63,2008-01-01,day,10
4t0oscNTGJkXiIB2uqZYWg,2ye2Wgw4gimLv2eAKyk1NB,Some Kind Of Monster,album,https://open.spotify.com/album/4t0oscNTGJkXiIB2uqZYWg,Blackened Recordings / Universal Music,32,2004-07-13,day,8
0HKpzK9ZoJ0oVA43E5gewM,2ye2Wgw4gimLv2eAKyk1NB,St. Anger,album,https://open.spotify.com/album/0HKpzK9ZoJ0oVA43E5gewM,Blackened Recordings / Universal Music,57,2003-01-01,day,11
1OZaosC2RtsE2TEqLziwAD,2ye2Wgw4gimLv2eAKyk1NB,S&M,album,https://open.spotify.com/album/1OZaosC2RtsE2TEqLziwAD,Blackened Recordings / Universal Music,59,1999-01-01,day,21
0vshXZYhBkbIoqxyC2fXcF,2ye2Wgw4gimLv2eAKyk1NB,Garage Inc.,album,https://open.spotify.com/album/0vshXZYhBkbIoqxyC2fXcF,Blackened Recordings / Universal Music,71,1998-01-01,day,27
0Ip2GlQPoAIgdkqCO2YkMa,2ye2Wgw4gimLv2eAKyk1NB,Reload,album,https://open.spotify.com/album/0Ip2GlQPoAIgdkqCO2YkMa,Blackened Recordings / Universal Music,70,1997-01-01,day,13
6ndH0UlQbyCOVqByMXXhdV,2ye2Wgw4gimLv2eAKyk1NB,Load,album,https://open.spotify.com/album/6ndH0UlQbyCOVqByMXXhdV,Blackened Recordings / Universal Music,65,1996-01-01,day,14
6TXWP5SAhTB9P0GN4tOT0B,2ye2Wgw4gimLv2eAKyk1NB,Live Sh*t: Binge & Purge (Live In Mexico City),album,https://open.spotify.com/album/6TXWP5SAhTB9P0GN4tOT0B,Blackened Recordings / Universal Music,51,1993-01-01,day,24
6jZ1z25PyF4Yd3kHxt9rl1,2ye2Wgw4gimLv2eAKyk1NB,…And Justice for All (Remastered),album,https://open.spotify.com/album/6jZ1z25PyF4Yd3kHxt9rl1,Blackened Recordings / Universal Music,54,1988-08-25,day,9
2bKDte0I4SceROjBMtYtKV,2ye2Wgw4gimLv2eAKyk1NB,…And Justice for All (Remastered Deluxe Box Set),album,https://open.spotify.com/album/2bKDte0I4SceROjBMtYtKV,Blackened Recordings / Universal Music,55,1988-08-25,day,147
2Lq2qX3hYhiuPckC8Flj21,2ye2Wgw4gimLv2eAKyk1NB,Master Of Puppets (Remastered),album,https://open.spotify.com/album/2Lq2qX3hYhiuPckC8Flj21,Blackened Recordings / Universal Music,72,1986-03-03,day,8
0S4pP8MBY9p7ngFWIZQAJv,41MozSoPIsD1dJM0CLPjZF,BORN PINK,album,https://open.spotify.com/album/0S4pP8MBY9p7ngFWIZQAJv,YG Entertainment,74,2022-09-16,day,8
3l1V6pEtFQLpbfAyfrSWhW,41MozSoPIsD1dJM0CLPjZF,BLACKPINK 2021 'THE SHOW' LIVE,album,https://open.spotify.com/album/3l1V6pEtFQLpbfAyfrSWhW,YG Entertainment,56,2021-06-01,day,15
2gNPnKP1PDkB5SZz3IMKuX,41MozSoPIsD1dJM0CLPjZF,THE ALBUM,album,https://open.spotify.com/album/2gNPnKP1PDkB5SZz3IMKuX,YG Entertainment,72,2020-10-02,day,8
7J4ASJD3IvdANlrPkmeVP0,41MozSoPIsD1dJM0CLPjZF,BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME- (Live),album,https://open.spotify.com/album/7J4ASJD3IvdANlrPkmeVP0,Universal Music LLC,44,2020-05-14,day,12
08ou14V2A0NWpvq7QkUWbM,41MozSoPIsD1dJM0CLPjZF,'BLACKPINK 2018 TOUR 'IN YOUR AREA' SEOUL - Live,album,https://open.spotify.com/album/08ou14V2A0NWpvq7QkUWbM,YG Entertainment,45,2019-08-30,day,14
1dH4B2bWb5Ys7aszi9KWHA,41MozSoPIsD1dJM0CLPjZF,"BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",album,https://open.spotify.com/album/1dH4B2bWb5Ys7aszi9KWHA,YGEX,55,2019-03-13,day,15
4cpZazoKuj3jD6x2GrSX2w,41MozSoPIsD1dJM0CLPjZF,BLACKPINK IN YOUR AREA (Japanese Version),album,https://open.spotify.com/album/4cpZazoKuj3jD6x2GrSX2w,YGEX,57,2018-12-05,day,9
4OIA4iFFUPeDVODUJ98tmm,41MozSoPIsD1dJM0CLPjZF,THE GIRLS (BLACKPINK THE GAME OST),single,https://open.spotify.com/album/4OIA4iFFUPeDVODUJ98tmm,YG Entertainment,54,2023-08-25,day,1
5bKmRG1QsggSXoHxYUnPIY,41MozSoPIsD1dJM0CLPjZF,Pink Venom,single,https://open.spotify.com/album/5bKmRG1QsggSXoHxYUnPIY,YG Entertainment,52,2022-08-19,day,1
4CoKhy1Ew4kb4kgonvnMXy,41MozSoPIsD1dJM0CLPjZF,You Never Know (JP Ver.),single,https://open.spotify.com/album/4CoKhy1Ew4kb4kgonvnMXy,Universal Music LLC,24,2021-08-03,day,1
7GSCElvTHw10xFfIHdibF1,41MozSoPIsD1dJM0CLPjZF,Pretty Savage (JP Ver.),single,https://open.spotify.com/album/7GSCElvTHw10xFfIHdibF1,Universal Music LLC,31,2021-08-03,day,1
