danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.425,0.83,5,-8.808,1,0.366,0.528,0.0383,0.784,0.126,141.177,audio_features,7BneCfYRPXAJsEXRdVzEfV,spotify:track:7BneCfYRPXAJsEXRdVzEfV,https://api.spotify.com/v1/tracks/7BneCfYRPXAJsEXRdVzEfV,https://api.spotify.com/v1/audio-analysis/7BneCfYRPXAJsEXRdVzEfV,55338,4
0.853,0.835,9,-3.814,1,0.244,0.129,0.0,0.0552,0.6,117.004,audio_features,45JxylFwaThjLsRBuzcfoL,spotify:track:45JxylFwaThjLsRBuzcfoL,https://api.spotify.com/v1/tracks/45JxylFwaThjLsRBuzcfoL,https://api.spotify.com/v1/audio-analysis/45JxylFwaThjLsRBuzcfoL,301721,4
0.72,0.858,10,-1.366,0,0.25,0.252,0.0,0.628,0.616,84.505,audio_features,6dJRP4pXk4SOzWfhfHL3Or,spotify:track:6dJRP4pXk4SOzWfhfHL3Or,https://api.spotify.com/v1/tracks/6dJRP4pXk4SOzWfhfHL3Or,https://api.spotify.com/v1/audio-analysis/6dJRP4pXk4SOzWfhfHL3Or,261387,4
0.459,0.899,2,-2.978,1,0.21,0.0038,0.0,0.126,0.436,176.386,audio_features,3stOygN0I7CIvkEB2LJGbv,spotify:track:3stOygN0I7CIvkEB2LJGbv,https://api.spotify.com/v1/tracks/3stOygN0I7CIvkEB2LJGbv,https://api.spotify.com/v1/audio-analysis/3stOygN0I7CIvkEB2LJGbv,272417,4
0.664,0.899,9,-3.711,0,0.474,0.276,0.0,0.197,0.534,164.125,audio_features,1mavQ4WCzXSeL2Dm5DS4GQ,spotify:track:1mavQ4WCzXSeL2Dm5DS4GQ,https://api.spotify.com/v1/tracks/1mavQ4WCzXSeL2Dm5DS4GQ,https://api.spotify.com/v1/audio-analysis/1mavQ4WCzXSeL2Dm5DS4GQ,296269,4
0.534,0.91,1,-2.316,1,0.346,0.471,0.0,0.782,0.488,174.059,audio_features,0OOv1XGVVzUgTIzomIHfR0,spotify:track:0OOv1XGVVzUgTIzomIHfR0,https://api.spotify.com/v1/tracks/0OOv1XGVVzUgTIzomIHfR0,https://api.spotify.com/v1/audio-analysis/0OOv1XGVVzUgTIzomIHfR0,288984,4
0.739,0.872,2,-4.059,1,0.332,0.0216,0.0,0.26,0.674,95.081,audio_features,6Xk7PnitV9jCRorWt2LiVZ,spotify:track:6Xk7PnitV9jCRorWt2LiVZ,https://api.spotify.com/v1/tracks/6Xk7PnitV9jCRorWt2LiVZ,https://api.spotify.com/v1/audio-analysis/6Xk7PnitV9jCRorWt2LiVZ,238746,4
0.709,0.843,7,-2.66,1,0.314,0.395,0.0,0.799,0.625,148.134,audio_features,6or1bKJiZ06IlK0vFvY75k,spotify:track:6or1bKJiZ06IlK0vFvY75k,https://api.spotify.com/v1/tracks/6or1bKJiZ06IlK0vFvY75k,https://api.spotify.com/v1/audio-analysis/6or1bKJiZ06IlK0vFvY75k,363521,4
0.7,0.935,9,-1.449,1,0.385,0.186,0.0,0.323,0.589,172.101,audio_features,5k7wy2Ek7y6kSQ4fER7w0E,spotify:track:5k7wy2Ek7y6kSQ4fER7w0E,https://api.spotify.com/v1/tracks/5k7wy2Ek7y6kSQ4fER7w0E,https://api.spotify.com/v1/audio-analysis/5k7wy2Ek7y6kSQ4fER7w0E,286526,4
0.781,0.6,1,-5.427,1,0.108,0.122,0.0,0.148,0.322,121.997,audio_features,6MtI49ggHHumUTONlvMQlq,spotify:track:6MtI49ggHHumUTONlvMQlq,https://api.spotify.com/v1/tracks/6MtI49ggHHumUTONlvMQlq,https://api.spotify.com/v1/audio-analysis/6MtI49ggHHumUTONlvMQlq,336519,4
0.781,0.853,1,-3.68,0,0.0714,0.0526,0.0,0.12,0.626,110.046,audio_features,4WgvTITBJbEfCJHguiE7QS,spotify:track:4WgvTITBJbEfCJHguiE7QS,https://api.spotify.com/v1/tracks/4WgvTITBJbEfCJHguiE7QS,https://api.spotify.com/v1/audio-analysis/4WgvTITBJbEfCJHguiE7QS,250189,4
0.853,0.934,11,-3.497,0,0.364,0.202,0.0,0.223,0.708,98.017,audio_features,0nzsCN9rtXdugPoiIT49Kj,spotify:track:0nzsCN9rtXdugPoiIT49Kj,https://api.spotify.com/v1/tracks/0nzsCN9rtXdugPoiIT49Kj,https://api.spotify.com/v1/audio-analysis/0nzsCN9rtXdugPoiIT49Kj,317581,4
0.766,0.941,9,-2.546,1,0.18,0.36,0.0,0.586,0.707,105.52,audio_features,0iMN420Q45isZVNlAqzPTW,spotify:track:0iMN420Q45isZVNlAqzPTW,https://api.spotify.com/v1/tracks/0iMN420Q45isZVNlAqzPTW,https://api.spotify.com/v1/audio-analysis/0iMN420Q45isZVNlAqzPTW,296953,4
0.688,0.782,11,-3.683,1,0.158,0.151,0.0,0.803,0.453,146.324,audio_features,222dTwr5XeEgAzEtsrQA0R,spotify:track:222dTwr5XeEgAzEtsrQA0R,https://api.spotify.com/v1/tracks/222dTwr5XeEgAzEtsrQA0R,https://api.spotify.com/v1/audio-analysis/222dTwr5XeEgAzEtsrQA0R,343032,4
0.648,0.91,4,-4.764,0,0.361,0.0525,0.0,0.0868,0.773,83.092,audio_features,3E1BkJEsRK7VsSNzijilGm,spotify:track:3E1BkJEsRK7VsSNzijilGm,https://api.spotify.com/v1/tracks/3E1BkJEsRK7VsSNzijilGm,https://api.spotify.com/v1/audio-analysis/3E1BkJEsRK7VsSNzijilGm,356847,4
0.78,0.89,4,-5.066,1,0.342,0.581,0.0,0.108,0.828,93.902,audio_features,5sGzBBWPe4YC2YoW7lBYph,spotify:track:5sGzBBWPe4YC2YoW7lBYph,https://api.spotify.com/v1/tracks/5sGzBBWPe4YC2YoW7lBYph,https://api.spotify.com/v1/audio-analysis/5sGzBBWPe4YC2YoW7lBYph,263059,4
0.709,0.923,2,-2.449,1,0.248,0.176,0.0,0.065,0.661,143.987,audio_features,01zPnSlKCw9WLbY0kvNep0,spotify:track:01zPnSlKCw9WLbY0kvNep0,https://api.spotify.com/v1/tracks/01zPnSlKCw9WLbY0kvNep0,https://api.spotify.com/v1/audio-analysis/01zPnSlKCw9WLbY0kvNep0,236659,4
0.732,0.792,1,-1.865,1,0.239,0.324,0.0,0.71,0.561,81.972,audio_features,3fCRPhzGYSd4y6K1qjFcIp,spotify:track:3fCRPhzGYSd4y6K1qjFcIp,https://api.spotify.com/v1/tracks/3fCRPhzGYSd4y6K1qjFcIp,https://api.spotify.com/v1/audio-analysis/3fCRPhzGYSd4y6K1qjFcIp,293423,4
0.679,0.815,11,-4.499,0,0.443,0.0616,0.0,0.154,0.401,165.268,audio_features,7hiBhOh4s8G0xmGYBAjyuw,spotify:track:7hiBhOh4s8G0xmGYBAjyuw,https://api.spotify.com/v1/tracks/7hiBhOh4s8G0xmGYBAjyuw,https://api.spotify.com/v1/audio-analysis/7hiBhOh4s8G0xmGYBAjyuw,265025,4
0.706,0.787,5,-6.772,0,0.412,0.05,0.0,0.576,0.132,137.984,audio_features,4dfAUJI1QesmK5HfK9gtYs,spotify:track:4dfAUJI1QesmK5HfK9gtYs,https://api.spotify.com/v1/tracks/4dfAUJI1QesmK5HfK9gtYs,https://api.spotify.com/v1/audio-analysis/4dfAUJI1QesmK5HfK9gtYs,391416,4
0.619,0.972,11,-0.517,1,0.416,0.13,0.0,0.782,0.584,169.04,audio_features,5M6ARntRsBgfp9YINgRHrH,spotify:track:5M6ARntRsBgfp9YINgRHrH,https://api.spotify.com/v1/tracks/5M6ARntRsBgfp9YINgRHrH,https://api.spotify.com/v1/audio-analysis/5M6ARntRsBgfp9YINgRHrH,303733,4
0.434,0.963,4,-2.16,0,0.406,0.0815,0.0,0.5,0.491,180.242,audio_features,4VrLtrv4X36mvESZm7rjgk,spotify:track:4VrLtrv4X36mvESZm7rjgk,https://api.spotify.com/v1/tracks/4VrLtrv4X36mvESZm7rjgk,https://api.spotify.com/v1/audio-analysis/4VrLtrv4X36mvESZm7rjgk,300427,4
0.722,0.909,8,-4.343,1,0.277,0.101,0.0,0.415,0.562,91.973,audio_features,0KYeTrlyM0oF26jI6fWl4C,spotify:track:0KYeTrlyM0oF26jI6fWl4C,https://api.spotify.com/v1/tracks/0KYeTrlyM0oF26jI6fWl4C,https://api.spotify.com/v1/audio-analysis/0KYeTrlyM0oF26jI6fWl4C,213493,4
0.486,0.951,2,-2.345,1,0.199,0.0132,2.09e-06,0.0533,0.351,180.128,audio_features,33UW03xr8tD00g67CqzASJ,spotify:track:33UW03xr8tD00g67CqzASJ,https://api.spotify.com/v1/tracks/33UW03xr8tD00g67CqzASJ,https://api.spotify.com/v1/audio-analysis/33UW03xr8tD00g67CqzASJ,265907,3
0.71,0.936,9,-2.327,1,0.249,0.0313,0.0,0.348,0.679,94.823,audio_features,0BbwXzj06GnSL4Ei6jR04h,spotify:track:0BbwXzj06GnSL4Ei6jR04h,https://api.spotify.com/v1/tracks/0BbwXzj06GnSL4Ei6jR04h,https://api.spotify.com/v1/audio-analysis/0BbwXzj06GnSL4Ei6jR04h,238173,4
0.693,0.899,0,-4.088,1,0.259,0.0197,0.0,0.0594,0.319,86.047,audio_features,1EWpJfYjYcfrbUdRLubzZm,spotify:track:1EWpJfYjYcfrbUdRLubzZm,https://api.spotify.com/v1/tracks/1EWpJfYjYcfrbUdRLubzZm,https://api.spotify.com/v1/audio-analysis/1EWpJfYjYcfrbUdRLubzZm,298893,4
0.855,0.954,0,-1.19,0,0.241,0.529,0.0,0.205,0.676,114.634,audio_features,6l75Og7UcnKVqM14tGhjD6,spotify:track:6l75Og7UcnKVqM14tGhjD6,https://api.spotify.com/v1/tracks/6l75Og7UcnKVqM14tGhjD6,https://api.spotify.com/v1/audio-analysis/6l75Og7UcnKVqM14tGhjD6,248133,5
0.648,0.847,6,-4.386,0,0.384,0.124,0.0,0.651,0.507,77.982,audio_features,2MZVMXJpp6vyz4ideG27Sc,spotify:track:2MZVMXJpp6vyz4ideG27Sc,https://api.spotify.com/v1/tracks/2MZVMXJpp6vyz4ideG27Sc,https://api.spotify.com/v1/audio-analysis/2MZVMXJpp6vyz4ideG27Sc,275400,4
0.522,0.932,11,-2.87,1,0.255,0.119,0.0,0.177,0.329,129.473,audio_features,6wrujrWK30hnVbpOJYbnQt,spotify:track:6wrujrWK30hnVbpOJYbnQt,https://api.spotify.com/v1/tracks/6wrujrWK30hnVbpOJYbnQt,https://api.spotify.com/v1/audio-analysis/6wrujrWK30hnVbpOJYbnQt,299507,4
0.668,0.886,0,-3.474,1,0.117,0.0417,0.0,0.459,0.504,142.011,audio_features,35kN1wEPub5ysY8q4fKK2h,spotify:track:35kN1wEPub5ysY8q4fKK2h,https://api.spotify.com/v1/tracks/35kN1wEPub5ysY8q4fKK2h,https://api.spotify.com/v1/audio-analysis/35kN1wEPub5ysY8q4fKK2h,278640,4
0.682,0.909,8,-3.411,1,0.201,0.233,0.0,0.0821,0.685,85.994,audio_features,2sTjfPFi1UthRs8qwaqMwB,spotify:track:2sTjfPFi1UthRs8qwaqMwB,https://api.spotify.com/v1/tracks/2sTjfPFi1UthRs8qwaqMwB,https://api.spotify.com/v1/audio-analysis/2sTjfPFi1UthRs8qwaqMwB,279013,4
0.701,0.931,8,-0.945,0,0.243,0.238,0.0,0.194,0.362,79.996,audio_features,0s8QjCX2PHZU0OkJAwUAep,spotify:track:0s8QjCX2PHZU0OkJAwUAep,https://api.spotify.com/v1/tracks/0s8QjCX2PHZU0OkJAwUAep,https://api.spotify.com/v1/audio-analysis/0s8QjCX2PHZU0OkJAwUAep,241587,4
0.773,0.812,1,0.497,1,0.0872,0.307,0.0,0.174,0.787,81.037,audio_features,7F5dzHiZ8EmD8szZtaDZsQ,spotify:track:7F5dzHiZ8EmD8szZtaDZsQ,https://api.spotify.com/v1/tracks/7F5dzHiZ8EmD8szZtaDZsQ,https://api.spotify.com/v1/audio-analysis/7F5dzHiZ8EmD8szZtaDZsQ,325347,4
0.537,0.961,0,-1.498,1,0.295,0.0251,0.0,0.332,0.487,82.44,audio_features,7la9if5FrYIyfuHdiJLfvM,spotify:track:7la9if5FrYIyfuHdiJLfvM,https://api.spotify.com/v1/tracks/7la9if5FrYIyfuHdiJLfvM,https://api.spotify.com/v1/audio-analysis/7la9if5FrYIyfuHdiJLfvM,292480,4
0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,audio_features,4SiWJ0xSFdmTb0i379Uwny,spotify:track:4SiWJ0xSFdmTb0i379Uwny,https://api.spotify.com/v1/tracks/4SiWJ0xSFdmTb0i379Uwny,https://api.spotify.com/v1/audio-analysis/4SiWJ0xSFdmTb0i379Uwny,263373,4
0.691,0.96,4,-1.616,1,0.198,0.0195,0.0,0.0626,0.641,157.025,audio_features,2heluxdt59fhduxNDOLcPp,spotify:track:2heluxdt59fhduxNDOLcPp,https://api.spotify.com/v1/tracks/2heluxdt59fhduxNDOLcPp,https://api.spotify.com/v1/audio-analysis/2heluxdt59fhduxNDOLcPp,305680,4
0.856,0.841,11,-2.839,1,0.104,0.34,0.0,0.161,0.739,112.023,audio_features,6vra7BbbjVoFJeJk11Dxpm,spotify:track:6vra7BbbjVoFJeJk11Dxpm,https://api.spotify.com/v1/tracks/6vra7BbbjVoFJeJk11Dxpm,https://api.spotify.com/v1/audio-analysis/6vra7BbbjVoFJeJk11Dxpm,194440,3
0.761,0.805,5,-2.021,1,0.13,0.0239,0.0,0.0727,0.864,170.013,audio_features,4HDPUr4xQ6X6olwAnFHPJ6,spotify:track:4HDPUr4xQ6X6olwAnFHPJ6,https://api.spotify.com/v1/tracks/4HDPUr4xQ6X6olwAnFHPJ6,https://api.spotify.com/v1/audio-analysis/4HDPUr4xQ6X6olwAnFHPJ6,299933,4
0.447,0.946,10,-3.506,0,0.354,0.182,0.0,0.352,0.574,175.449,audio_features,57Bs2m3Pn2KFGSaTVZimg9,spotify:track:57Bs2m3Pn2KFGSaTVZimg9,https://api.spotify.com/v1/tracks/57Bs2m3Pn2KFGSaTVZimg9,https://api.spotify.com/v1/audio-analysis/57Bs2m3Pn2KFGSaTVZimg9,268213,4
0.619,0.972,11,-0.517,1,0.416,0.13,0.0,0.782,0.584,169.04,audio_features,3Tj1luJyKPQt7WbrqpJ2Az,spotify:track:3Tj1luJyKPQt7WbrqpJ2Az,https://api.spotify.com/v1/tracks/3Tj1luJyKPQt7WbrqpJ2Az,https://api.spotify.com/v1/audio-analysis/3Tj1luJyKPQt7WbrqpJ2Az,303733,4
0.421,0.963,4,-2.16,0,0.415,0.0819,0.0,0.5,0.494,180.336,audio_features,66h8hB4In6t725WtAPL23J,spotify:track:66h8hB4In6t725WtAPL23J,https://api.spotify.com/v1/tracks/66h8hB4In6t725WtAPL23J,https://api.spotify.com/v1/audio-analysis/66h8hB4In6t725WtAPL23J,300427,4
0.724,0.909,8,-4.349,1,0.287,0.101,0.0,0.415,0.558,91.904,audio_features,6HLZaECJKDjNE0jiGBeqxz,spotify:track:6HLZaECJKDjNE0jiGBeqxz,https://api.spotify.com/v1/tracks/6HLZaECJKDjNE0jiGBeqxz,https://api.spotify.com/v1/audio-analysis/6HLZaECJKDjNE0jiGBeqxz,213493,4
0.478,0.951,2,-2.347,1,0.19,0.0133,2.21e-06,0.0533,0.338,179.978,audio_features,7kNlRLC9PEH8nXMVawssMx,spotify:track:7kNlRLC9PEH8nXMVawssMx,https://api.spotify.com/v1/tracks/7kNlRLC9PEH8nXMVawssMx,https://api.spotify.com/v1/audio-analysis/7kNlRLC9PEH8nXMVawssMx,265907,3
0.77,0.937,9,-2.327,1,0.247,0.0319,0.0,0.348,0.685,95.011,audio_features,1ne7JVHEPnoncXzQunQVKW,spotify:track:1ne7JVHEPnoncXzQunQVKW,https://api.spotify.com/v1/tracks/1ne7JVHEPnoncXzQunQVKW,https://api.spotify.com/v1/audio-analysis/1ne7JVHEPnoncXzQunQVKW,238173,4
0.693,0.899,0,-4.084,1,0.259,0.0197,0.0,0.0594,0.319,86.048,audio_features,0ZqWBTU1EkdVPAMwQgfKiv,spotify:track:0ZqWBTU1EkdVPAMwQgfKiv,https://api.spotify.com/v1/tracks/0ZqWBTU1EkdVPAMwQgfKiv,https://api.spotify.com/v1/audio-analysis/0ZqWBTU1EkdVPAMwQgfKiv,298893,4
0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,audio_features,7Ie9W94M7OjPoZVV216Xus,spotify:track:7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/tracks/7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/audio-analysis/7Ie9W94M7OjPoZVV216Xus,248133,5
0.628,0.847,6,-4.386,0,0.387,0.124,0.0,0.652,0.504,78.031,audio_features,2V7NoXGv2VDnLeTM7w8SFd,spotify:track:2V7NoXGv2VDnLeTM7w8SFd,https://api.spotify.com/v1/tracks/2V7NoXGv2VDnLeTM7w8SFd,https://api.spotify.com/v1/audio-analysis/2V7NoXGv2VDnLeTM7w8SFd,275400,4
0.522,0.932,11,-2.87,1,0.255,0.119,0.0,0.177,0.33,129.473,audio_features,7bHT9osSq1rwT2yaImzqCi,spotify:track:7bHT9osSq1rwT2yaImzqCi,https://api.spotify.com/v1/tracks/7bHT9osSq1rwT2yaImzqCi,https://api.spotify.com/v1/audio-analysis/7bHT9osSq1rwT2yaImzqCi,299507,4
0.668,0.886,0,-3.474,1,0.117,0.0417,0.0,0.459,0.503,142.002,audio_features,0sHW1jXe6Sou3437gJQNGA,spotify:track:0sHW1jXe6Sou3437gJQNGA,https://api.spotify.com/v1/tracks/0sHW1jXe6Sou3437gJQNGA,https://api.spotify.com/v1/audio-analysis/0sHW1jXe6Sou3437gJQNGA,278640,4
0.679,0.908,8,-3.411,1,0.202,0.234,0.0,0.0821,0.687,85.918,audio_features,4SE4yewyGpOYfxfx59Yjc5,spotify:track:4SE4yewyGpOYfxfx59Yjc5,https://api.spotify.com/v1/tracks/4SE4yewyGpOYfxfx59Yjc5,https://api.spotify.com/v1/audio-analysis/4SE4yewyGpOYfxfx59Yjc5,279013,4
0.701,0.931,8,-0.945,0,0.243,0.239,0.0,0.194,0.362,79.996,audio_features,0dyWQoMOU9oERL6c9vxtRp,spotify:track:0dyWQoMOU9oERL6c9vxtRp,https://api.spotify.com/v1/tracks/0dyWQoMOU9oERL6c9vxtRp,https://api.spotify.com/v1/audio-analysis/0dyWQoMOU9oERL6c9vxtRp,241587,4
0.773,0.811,1,0.496,1,0.0882,0.304,0.0,0.174,0.774,81.037,audio_features,5Ve4qBYAThGLTOva0hhoTa,spotify:track:5Ve4qBYAThGLTOva0hhoTa,https://api.spotify.com/v1/tracks/5Ve4qBYAThGLTOva0hhoTa,https://api.spotify.com/v1/audio-analysis/5Ve4qBYAThGLTOva0hhoTa,325347,4
0.537,0.961,0,-1.498,1,0.295,0.0253,0.0,0.332,0.487,82.44,audio_features,0ANExk8Iu85oqCgk82rG64,spotify:track:0ANExk8Iu85oqCgk82rG64,https://api.spotify.com/v1/tracks/0ANExk8Iu85oqCgk82rG64,https://api.spotify.com/v1/audio-analysis/0ANExk8Iu85oqCgk82rG64,292480,4
0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,audio_features,15JINEqzVMv3SvJTAXAKED,spotify:track:15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,263373,4
0.691,0.96,4,-1.616,1,0.198,0.0193,0.0,0.0626,0.645,157.02,audio_features,1v54pVfqtSC7KbTu2C2pnM,spotify:track:1v54pVfqtSC7KbTu2C2pnM,https://api.spotify.com/v1/tracks/1v54pVfqtSC7KbTu2C2pnM,https://api.spotify.com/v1/audio-analysis/1v54pVfqtSC7KbTu2C2pnM,305680,4
0.857,0.841,11,-2.839,1,0.103,0.34,0.0,0.161,0.74,112.023,audio_features,44ut2KJnt0HQMnUaMlDv9W,spotify:track:44ut2KJnt0HQMnUaMlDv9W,https://api.spotify.com/v1/tracks/44ut2KJnt0HQMnUaMlDv9W,https://api.spotify.com/v1/audio-analysis/44ut2KJnt0HQMnUaMlDv9W,194440,3
0.494,0.427,4,-11.725,1,0.36,0.406,8.16e-06,0.606,0.131,99.858,audio_features,6KEO499uUuvv65wAfOltod,spotify:track:6KEO499uUuvv65wAfOltod,https://api.spotify.com/v1/tracks/6KEO499uUuvv65wAfOltod,https://api.spotify.com/v1/audio-analysis/6KEO499uUuvv65wAfOltod,89547,4
0.75,0.831,4,-2.601,0,0.397,0.0603,0.0,0.0576,0.731,76.439,audio_features,7Djpvy4lZJNI8rTOVLf1H7,spotify:track:7Djpvy4lZJNI8rTOVLf1H7,https://api.spotify.com/v1/tracks/7Djpvy4lZJNI8rTOVLf1H7,https://api.spotify.com/v1/audio-analysis/7Djpvy4lZJNI8rTOVLf1H7,319853,4
0.812,0.88,1,-1.521,1,0.259,0.295,0.0,0.106,0.778,90.098,audio_features,2ruw2Kq8lgyqwemZik9bUg,spotify:track:2ruw2Kq8lgyqwemZik9bUg,https://api.spotify.com/v1/tracks/2ruw2Kq8lgyqwemZik9bUg,https://api.spotify.com/v1/audio-analysis/2ruw2Kq8lgyqwemZik9bUg,319867,4
0.876,0.878,9,-0.929,0,0.168,0.251,0.0,0.321,0.677,97.99,audio_features,6x1stxDsnh4ZlEft29uhlR,spotify:track:6x1stxDsnh4ZlEft29uhlR,https://api.spotify.com/v1/tracks/6x1stxDsnh4ZlEft29uhlR,https://api.spotify.com/v1/audio-analysis/6x1stxDsnh4ZlEft29uhlR,181360,4
0.74,0.915,5,-2.472,0,0.211,0.104,0.0,0.0853,0.382,93.035,audio_features,1d5jcRB7Ri9ZA0sFh1Moke,spotify:track:1d5jcRB7Ri9ZA0sFh1Moke,https://api.spotify.com/v1/tracks/1d5jcRB7Ri9ZA0sFh1Moke,https://api.spotify.com/v1/audio-analysis/1d5jcRB7Ri9ZA0sFh1Moke,283067,4
0.862,0.936,10,-5.782,0,0.189,0.149,0.0,0.551,0.718,96.0,audio_features,7wuY9kPzREAC9OR7KScoli,spotify:track:7wuY9kPzREAC9OR7KScoli,https://api.spotify.com/v1/tracks/7wuY9kPzREAC9OR7KScoli,https://api.spotify.com/v1/audio-analysis/7wuY9kPzREAC9OR7KScoli,248200,4
0.574,0.969,6,-4.41,1,0.332,0.294,0.0,0.458,0.168,78.238,audio_features,1meOg8wHrLsxqD4mwW2YM2,spotify:track:1meOg8wHrLsxqD4mwW2YM2,https://api.spotify.com/v1/tracks/1meOg8wHrLsxqD4mwW2YM2,https://api.spotify.com/v1/audio-analysis/1meOg8wHrLsxqD4mwW2YM2,42227,4
0.808,0.721,10,-4.685,0,0.228,0.127,0.0,0.36,0.213,101.982,audio_features,1NcKKXrDTdCMaiVJkEknqr,spotify:track:1NcKKXrDTdCMaiVJkEknqr,https://api.spotify.com/v1/tracks/1NcKKXrDTdCMaiVJkEknqr,https://api.spotify.com/v1/audio-analysis/1NcKKXrDTdCMaiVJkEknqr,246640,4
0.924,0.853,2,-1.203,1,0.0792,0.107,1.45e-06,0.129,0.67,114.003,audio_features,4UMTp91LHhvW33ol9ZQH0Q,spotify:track:4UMTp91LHhvW33ol9ZQH0Q,https://api.spotify.com/v1/tracks/4UMTp91LHhvW33ol9ZQH0Q,https://api.spotify.com/v1/audio-analysis/4UMTp91LHhvW33ol9ZQH0Q,269613,4
0.776,0.943,1,-2.559,1,0.257,0.105,0.0,0.212,0.695,119.858,audio_features,2cgZkUVmNJeJZFLEAyh5Qj,spotify:track:2cgZkUVmNJeJZFLEAyh5Qj,https://api.spotify.com/v1/tracks/2cgZkUVmNJeJZFLEAyh5Qj,https://api.spotify.com/v1/audio-analysis/2cgZkUVmNJeJZFLEAyh5Qj,237347,5
0.82,0.41,0,-18.202,1,0.932,0.955,0.0,0.762,0.421,97.199,audio_features,3xnIYtj7GS6WTXshdsb1uG,spotify:track:3xnIYtj7GS6WTXshdsb1uG,https://api.spotify.com/v1/tracks/3xnIYtj7GS6WTXshdsb1uG,https://api.spotify.com/v1/audio-analysis/3xnIYtj7GS6WTXshdsb1uG,19400,3
0.747,0.851,10,-3.35,0,0.274,0.196,0.0,0.258,0.629,75.16,audio_features,36YlVLEV1f2qredBFj8o2y,spotify:track:36YlVLEV1f2qredBFj8o2y,https://api.spotify.com/v1/tracks/36YlVLEV1f2qredBFj8o2y,https://api.spotify.com/v1/audio-analysis/36YlVLEV1f2qredBFj8o2y,319973,4
0.775,0.829,1,-1.933,1,0.304,0.0606,0.0,0.33,0.836,176.047,audio_features,5j6ODxGVhAWeCS49bBKuxz,spotify:track:5j6ODxGVhAWeCS49bBKuxz,https://api.spotify.com/v1/tracks/5j6ODxGVhAWeCS49bBKuxz,https://api.spotify.com/v1/audio-analysis/5j6ODxGVhAWeCS49bBKuxz,278160,4
0.728,0.801,1,0.161,1,0.297,0.322,0.0,0.244,0.794,82.657,audio_features,5PVv4YALJruehQKyAlwjfE,spotify:track:5PVv4YALJruehQKyAlwjfE,https://api.spotify.com/v1/tracks/5PVv4YALJruehQKyAlwjfE,https://api.spotify.com/v1/audio-analysis/5PVv4YALJruehQKyAlwjfE,242907,4
0.426,0.691,2,-6.962,1,0.265,0.179,0.0,0.702,0.472,172.009,audio_features,3LLEtMyr9j3evyA9xr8WzL,spotify:track:3LLEtMyr9j3evyA9xr8WzL,https://api.spotify.com/v1/tracks/3LLEtMyr9j3evyA9xr8WzL,https://api.spotify.com/v1/audio-analysis/3LLEtMyr9j3evyA9xr8WzL,42387,3
0.7,0.873,4,-1.88,0,0.208,0.208,0.0,0.229,0.571,84.023,audio_features,0FDjc7fIiK29BWH45Ka7Vp,spotify:track:0FDjc7fIiK29BWH45Ka7Vp,https://api.spotify.com/v1/tracks/0FDjc7fIiK29BWH45Ka7Vp,https://api.spotify.com/v1/audio-analysis/0FDjc7fIiK29BWH45Ka7Vp,283520,4
0.727,0.696,5,-4.472,0,0.0706,0.251,0.0,0.0726,0.467,132.077,audio_features,1HR2CTi0ytRJIcik1QKdOa,spotify:track:1HR2CTi0ytRJIcik1QKdOa,https://api.spotify.com/v1/tracks/1HR2CTi0ytRJIcik1QKdOa,https://api.spotify.com/v1/audio-analysis/1HR2CTi0ytRJIcik1QKdOa,392827,4
0.516,0.874,9,-2.571,1,0.186,0.0864,0.0,0.173,0.391,169.561,audio_features,4dK00wCxlqWEeN8BoM1BHT,spotify:track:4dK00wCxlqWEeN8BoM1BHT,https://api.spotify.com/v1/tracks/4dK00wCxlqWEeN8BoM1BHT,https://api.spotify.com/v1/audio-analysis/4dK00wCxlqWEeN8BoM1BHT,297520,3
0.762,0.445,4,-14.079,0,0.924,0.587,0.0,0.881,0.755,95.286,audio_features,3EJr3SxeW73TN03mJXdCqG,spotify:track:3EJr3SxeW73TN03mJXdCqG,https://api.spotify.com/v1/tracks/3EJr3SxeW73TN03mJXdCqG,https://api.spotify.com/v1/audio-analysis/3EJr3SxeW73TN03mJXdCqG,89187,1
0.632,0.807,10,-3.489,0,0.409,0.126,0.0,0.568,0.55,107.316,audio_features,4jpi8FljkAwKFb4ljWuar6,spotify:track:4jpi8FljkAwKFb4ljWuar6,https://api.spotify.com/v1/tracks/4jpi8FljkAwKFb4ljWuar6,https://api.spotify.com/v1/audio-analysis/4jpi8FljkAwKFb4ljWuar6,371453,4
