danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.454,0.668,6,-5.821,0,0.03,0.205,0.000841,0.0938,0.168,85.994,audio_features,6tjsbysvZh8Pq8DZA5ldrn,spotify:track:6tjsbysvZh8Pq8DZA5ldrn,https://api.spotify.com/v1/tracks/6tjsbysvZh8Pq8DZA5ldrn,https://api.spotify.com/v1/audio-analysis/6tjsbysvZh8Pq8DZA5ldrn,342829,4
0.769,0.722,11,-5.485,0,0.0507,0.0584,2.56e-06,0.111,0.57,119.973,audio_features,1Es7AUAhQvapIcoh3qMKDL,spotify:track:1Es7AUAhQvapIcoh3qMKDL,https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL,https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL,256000,4
0.449,0.758,1,-6.518,1,0.044,0.00371,1.44e-05,0.982,0.102,116.87,audio_features,7HLn9FW7A3XPb5JVYN1090,spotify:track:7HLn9FW7A3XPb5JVYN1090,https://api.spotify.com/v1/tracks/7HLn9FW7A3XPb5JVYN1090,https://api.spotify.com/v1/audio-analysis/7HLn9FW7A3XPb5JVYN1090,312013,4
0.596,0.734,1,-6.061,1,0.0353,0.00111,0.0,0.0823,0.16,116.974,audio_features,29lXN1aoaL6HE72BOvknyr,spotify:track:29lXN1aoaL6HE72BOvknyr,https://api.spotify.com/v1/tracks/29lXN1aoaL6HE72BOvknyr,https://api.spotify.com/v1/audio-analysis/29lXN1aoaL6HE72BOvknyr,220037,4
0.583,0.474,1,-6.08,1,0.0267,0.472,0.0,0.1,0.274,116.826,audio_features,34nSJrquH2c8LNbfnRffMF,spotify:track:34nSJrquH2c8LNbfnRffMF,https://api.spotify.com/v1/tracks/34nSJrquH2c8LNbfnRffMF,https://api.spotify.com/v1/audio-analysis/34nSJrquH2c8LNbfnRffMF,208114,4
0.441,0.736,1,-6.518,1,0.0427,0.00361,2.2e-05,0.981,0.0922,116.91,audio_features,1G73gINM14qd8cE3Lf8V1z,spotify:track:1G73gINM14qd8cE3Lf8V1z,https://api.spotify.com/v1/tracks/1G73gINM14qd8cE3Lf8V1z,https://api.spotify.com/v1/audio-analysis/1G73gINM14qd8cE3Lf8V1z,312013,4
0.598,0.696,1,-7.574,1,0.0334,0.000296,0.881,0.0833,0.234,116.998,audio_features,1h345CZmt3uU9bym4GETWd,spotify:track:1h345CZmt3uU9bym4GETWd,https://api.spotify.com/v1/tracks/1h345CZmt3uU9bym4GETWd,https://api.spotify.com/v1/audio-analysis/1h345CZmt3uU9bym4GETWd,221581,4
0.513,0.278,1,-9.593,1,0.0331,0.844,0.0,0.332,0.49,114.107,audio_features,167wD7BlzcLxsX8PlSujCa,spotify:track:167wD7BlzcLxsX8PlSujCa,https://api.spotify.com/v1/tracks/167wD7BlzcLxsX8PlSujCa,https://api.spotify.com/v1/audio-analysis/167wD7BlzcLxsX8PlSujCa,203829,4
0.854,0.674,1,-6.23,1,0.184,0.0517,8.53e-05,0.509,0.848,99.022,audio_features,1L8ObNUDCh7k6GwDIbfx9Q,spotify:track:1L8ObNUDCh7k6GwDIbfx9Q,https://api.spotify.com/v1/tracks/1L8ObNUDCh7k6GwDIbfx9Q,https://api.spotify.com/v1/audio-analysis/1L8ObNUDCh7k6GwDIbfx9Q,215467,4
0.851,0.683,1,-6.918,0,0.213,0.0351,0.000887,0.301,0.779,114.882,audio_features,7H3cuCPaX9WHZXQ0Q9RlxH,spotify:track:7H3cuCPaX9WHZXQ0Q9RlxH,https://api.spotify.com/v1/tracks/7H3cuCPaX9WHZXQ0Q9RlxH,https://api.spotify.com/v1/audio-analysis/7H3cuCPaX9WHZXQ0Q9RlxH,187556,4
0.786,0.612,7,-6.964,0,0.188,0.0775,2.06e-05,0.138,0.702,83.138,audio_features,2fTe41iso7GyCLuRu3UmJh,spotify:track:2fTe41iso7GyCLuRu3UmJh,https://api.spotify.com/v1/tracks/2fTe41iso7GyCLuRu3UmJh,https://api.spotify.com/v1/audio-analysis/2fTe41iso7GyCLuRu3UmJh,258418,4
0.764,0.618,10,-8.044,0,0.089,0.00444,0.889,0.097,0.551,99.007,audio_features,6LRLy3SmtsPJaopCiavbme,spotify:track:6LRLy3SmtsPJaopCiavbme,https://api.spotify.com/v1/tracks/6LRLy3SmtsPJaopCiavbme,https://api.spotify.com/v1/audio-analysis/6LRLy3SmtsPJaopCiavbme,215467,4
0.838,0.309,8,-12.898,1,0.878,0.695,0.0,0.068,0.455,99.071,audio_features,5ck9P3yEwc8w2Z1oE0CRlz,spotify:track:5ck9P3yEwc8w2Z1oE0CRlz,https://api.spotify.com/v1/tracks/5ck9P3yEwc8w2Z1oE0CRlz,https://api.spotify.com/v1/audio-analysis/5ck9P3yEwc8w2Z1oE0CRlz,215467,4
0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,audio_features,54XqJ3fP3GxmUejMsKwCaK,spotify:track:54XqJ3fP3GxmUejMsKwCaK,https://api.spotify.com/v1/tracks/54XqJ3fP3GxmUejMsKwCaK,https://api.spotify.com/v1/audio-analysis/54XqJ3fP3GxmUejMsKwCaK,244685,4
0.572,0.672,2,-5.553,0,0.0296,0.0381,2.96e-06,0.514,0.285,99.21,audio_features,4WfGDkm99oLJSAtELYZYEd,spotify:track:4WfGDkm99oLJSAtELYZYEd,https://api.spotify.com/v1/tracks/4WfGDkm99oLJSAtELYZYEd,https://api.spotify.com/v1/audio-analysis/4WfGDkm99oLJSAtELYZYEd,215953,4
0.523,0.506,7,-8.436,0,0.0371,0.234,0.0,0.105,0.246,139.975,audio_features,3bWm8ejTzkMhPSdBnpxLvl,spotify:track:3bWm8ejTzkMhPSdBnpxLvl,https://api.spotify.com/v1/tracks/3bWm8ejTzkMhPSdBnpxLvl,https://api.spotify.com/v1/audio-analysis/3bWm8ejTzkMhPSdBnpxLvl,305856,4
0.595,0.458,8,-8.627,1,0.0266,0.00786,0.875,0.14,0.192,87.521,audio_features,7zNS5065xzKyhOBMOj7pCr,spotify:track:7zNS5065xzKyhOBMOj7pCr,https://api.spotify.com/v1/tracks/7zNS5065xzKyhOBMOj7pCr,https://api.spotify.com/v1/audio-analysis/7zNS5065xzKyhOBMOj7pCr,244685,4
0.297,0.161,7,-20.654,0,0.0731,0.844,0.0,0.0544,0.306,80.356,audio_features,4oN4odRiXgTMnaAjz7kinV,spotify:track:4oN4odRiXgTMnaAjz7kinV,https://api.spotify.com/v1/tracks/4oN4odRiXgTMnaAjz7kinV,https://api.spotify.com/v1/audio-analysis/4oN4odRiXgTMnaAjz7kinV,249600,4
0.583,0.444,9,-8.601,1,0.0456,0.593,0.0,0.353,0.167,119.59,audio_features,6i4G85fdtDwK6UpQba337E,spotify:track:6i4G85fdtDwK6UpQba337E,https://api.spotify.com/v1/tracks/6i4G85fdtDwK6UpQba337E,https://api.spotify.com/v1/audio-analysis/6i4G85fdtDwK6UpQba337E,152796,4
0.677,0.633,7,-7.831,1,0.0771,0.0314,0.0,0.112,0.409,89.934,audio_features,2t96tGXVqmNT9KbbIXyEP1,spotify:track:2t96tGXVqmNT9KbbIXyEP1,https://api.spotify.com/v1/tracks/2t96tGXVqmNT9KbbIXyEP1,https://api.spotify.com/v1/audio-analysis/2t96tGXVqmNT9KbbIXyEP1,187239,4
0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,audio_features,5RE1BlC2bVRL02T0wcLq2X,spotify:track:5RE1BlC2bVRL02T0wcLq2X,https://api.spotify.com/v1/tracks/5RE1BlC2bVRL02T0wcLq2X,https://api.spotify.com/v1/audio-analysis/5RE1BlC2bVRL02T0wcLq2X,174406,4
0.509,0.228,4,-8.68,1,0.0332,0.92,0.0,0.104,0.586,90.674,audio_features,3Ic8V1CEjOY53OVpo2k1Ap,spotify:track:3Ic8V1CEjOY53OVpo2k1Ap,https://api.spotify.com/v1/tracks/3Ic8V1CEjOY53OVpo2k1Ap,https://api.spotify.com/v1/audio-analysis/3Ic8V1CEjOY53OVpo2k1Ap,156468,4
0.67,0.693,6,-8.34,1,0.35,0.2,0.0,0.0909,0.388,87.017,audio_features,2HFHwTr1IBWheGoQtNNKtx,spotify:track:2HFHwTr1IBWheGoQtNNKtx,https://api.spotify.com/v1/tracks/2HFHwTr1IBWheGoQtNNKtx,https://api.spotify.com/v1/audio-analysis/2HFHwTr1IBWheGoQtNNKtx,212093,4
0.495,0.333,4,-10.109,0,0.0288,0.737,0.0,0.112,0.37,99.757,audio_features,7K5ASMnqnCR42bJBJ3GAVz,spotify:track:7K5ASMnqnCR42bJBJ3GAVz,https://api.spotify.com/v1/tracks/7K5ASMnqnCR42bJBJ3GAVz,https://api.spotify.com/v1/audio-analysis/7K5ASMnqnCR42bJBJ3GAVz,158324,4
0.649,0.429,10,-8.428,0,0.468,0.386,0.0,0.311,0.426,100.389,audio_features,5D0ylGlouZRFfaCLgmm1wA,spotify:track:5D0ylGlouZRFfaCLgmm1wA,https://api.spotify.com/v1/tracks/5D0ylGlouZRFfaCLgmm1wA,https://api.spotify.com/v1/audio-analysis/5D0ylGlouZRFfaCLgmm1wA,104008,3
0.728,0.629,1,-6.629,1,0.0318,0.00196,1.94e-06,0.0847,0.71,135.031,audio_features,7enNMlrM074O02PPj5ena0,spotify:track:7enNMlrM074O02PPj5ena0,https://api.spotify.com/v1/tracks/7enNMlrM074O02PPj5ena0,https://api.spotify.com/v1/audio-analysis/7enNMlrM074O02PPj5ena0,198426,4
0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,140.002,audio_features,6vnSlld7gcZOOZo9O3Bw16,spotify:track:6vnSlld7gcZOOZo9O3Bw16,https://api.spotify.com/v1/tracks/6vnSlld7gcZOOZo9O3Bw16,https://api.spotify.com/v1/audio-analysis/6vnSlld7gcZOOZo9O3Bw16,170813,4
0.551,0.756,2,-7.679,1,0.045,0.000284,9.48e-05,0.118,0.359,75.991,audio_features,5kHn6VJfMEThQYcG9AayaR,spotify:track:5kHn6VJfMEThQYcG9AayaR,https://api.spotify.com/v1/tracks/5kHn6VJfMEThQYcG9AayaR,https://api.spotify.com/v1/audio-analysis/5kHn6VJfMEThQYcG9AayaR,179415,4
0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,audio_features,7ya7Jv4hJ9W0Baz7h9nL7E,spotify:track:7ya7Jv4hJ9W0Baz7h9nL7E,https://api.spotify.com/v1/tracks/7ya7Jv4hJ9W0Baz7h9nL7E,https://api.spotify.com/v1/audio-analysis/7ya7Jv4hJ9W0Baz7h9nL7E,153190,4
0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,2vxifWbsK3QiAy1vriVbNE,spotify:track:2vxifWbsK3QiAy1vriVbNE,https://api.spotify.com/v1/tracks/2vxifWbsK3QiAy1vriVbNE,https://api.spotify.com/v1/audio-analysis/2vxifWbsK3QiAy1vriVbNE,198082,4
0.759,0.584,8,-6.655,1,0.06,0.0652,1.59e-06,0.16,0.374,127.138,audio_features,7knk6teYVDHhS2VZ2ea5nL,spotify:track:7knk6teYVDHhS2VZ2ea5nL,https://api.spotify.com/v1/tracks/7knk6teYVDHhS2VZ2ea5nL,https://api.spotify.com/v1/audio-analysis/7knk6teYVDHhS2VZ2ea5nL,186696,4
0.79,0.724,1,-6.972,1,0.0852,0.0696,2.33e-06,0.113,0.642,101.04,audio_features,5zNjOYCjXVaEEowdRqanBg,spotify:track:5zNjOYCjXVaEEowdRqanBg,https://api.spotify.com/v1/tracks/5zNjOYCjXVaEEowdRqanBg,https://api.spotify.com/v1/audio-analysis/5zNjOYCjXVaEEowdRqanBg,159250,4
0.685,0.521,2,-8.285,1,0.0345,0.185,3.59e-06,0.111,0.578,115.885,audio_features,3irLUcs5dBYhGeDze2fPO6,spotify:track:3irLUcs5dBYhGeDze2fPO6,https://api.spotify.com/v1/tracks/3irLUcs5dBYhGeDze2fPO6,https://api.spotify.com/v1/audio-analysis/3irLUcs5dBYhGeDze2fPO6,190779,4
0.619,0.241,11,-7.102,0,0.046,0.9,0.0,0.116,0.0719,79.461,audio_features,3uhWobYmvGnpN4a2LGnGQH,spotify:track:3uhWobYmvGnpN4a2LGnGQH,https://api.spotify.com/v1/tracks/3uhWobYmvGnpN4a2LGnGQH,https://api.spotify.com/v1/audio-analysis/3uhWobYmvGnpN4a2LGnGQH,149190,4
0.725,0.716,9,-5.448,1,0.0349,0.00945,0.0,0.119,0.904,150.074,audio_features,1fWMpx0wmv2fVCHEX9MmP6,spotify:track:1fWMpx0wmv2fVCHEX9MmP6,https://api.spotify.com/v1/tracks/1fWMpx0wmv2fVCHEX9MmP6,https://api.spotify.com/v1/audio-analysis/1fWMpx0wmv2fVCHEX9MmP6,215020,4
0.704,0.659,3,-5.959,1,0.0315,0.00197,3.36e-06,0.141,0.542,120.064,audio_features,6lYxkQglLrKTc0mfTj7Esl,spotify:track:6lYxkQglLrKTc0mfTj7Esl,https://api.spotify.com/v1/tracks/6lYxkQglLrKTc0mfTj7Esl,https://api.spotify.com/v1/audio-analysis/6lYxkQglLrKTc0mfTj7Esl,193360,4
0.48,0.274,2,-7.083,1,0.0317,0.771,0.0,0.114,0.332,179.637,audio_features,5sQD5Wiz5sjT02MjQUvkxq,spotify:track:5sQD5Wiz5sjT02MjQUvkxq,https://api.spotify.com/v1/tracks/5sQD5Wiz5sjT02MjQUvkxq,https://api.spotify.com/v1/audio-analysis/5sQD5Wiz5sjT02MjQUvkxq,207020,3
0.628,0.702,7,-4.918,1,0.0327,0.0328,0.0,0.0811,0.444,139.968,audio_features,5oOwrzVOUXoqUUMwWH0U71,spotify:track:5oOwrzVOUXoqUUMwWH0U71,https://api.spotify.com/v1/tracks/5oOwrzVOUXoqUUMwWH0U71,https://api.spotify.com/v1/audio-analysis/5oOwrzVOUXoqUUMwWH0U71,241392,4
0.67,0.441,7,-7.803,1,0.104,0.615,0.0,0.0947,0.849,131.92,audio_features,7nGXisQHTmaOHpVRehSlhe,spotify:track:7nGXisQHTmaOHpVRehSlhe,https://api.spotify.com/v1/tracks/7nGXisQHTmaOHpVRehSlhe,https://api.spotify.com/v1/audio-analysis/7nGXisQHTmaOHpVRehSlhe,161819,4
0.45,0.324,4,-7.564,1,0.0264,0.829,0.0,0.089,0.291,151.658,audio_features,15NqDX3qmiDYIRYqVNmZIB,spotify:track:15NqDX3qmiDYIRYqVNmZIB,https://api.spotify.com/v1/tracks/15NqDX3qmiDYIRYqVNmZIB,https://api.spotify.com/v1/audio-analysis/15NqDX3qmiDYIRYqVNmZIB,159724,4
0.815,0.816,5,-4.393,0,0.0513,0.0501,0.000887,0.0761,0.774,96.033,audio_features,24OeEKPQ8qqNZnPevRHxUT,spotify:track:24OeEKPQ8qqNZnPevRHxUT,https://api.spotify.com/v1/tracks/24OeEKPQ8qqNZnPevRHxUT,https://api.spotify.com/v1/audio-analysis/24OeEKPQ8qqNZnPevRHxUT,187453,4
0.522,0.243,1,-7.796,1,0.0461,0.874,0.0,0.098,0.569,119.341,audio_features,6mrUAKW4UA7ygQzoyekxxr,spotify:track:6mrUAKW4UA7ygQzoyekxxr,https://api.spotify.com/v1/tracks/6mrUAKW4UA7ygQzoyekxxr,https://api.spotify.com/v1/audio-analysis/6mrUAKW4UA7ygQzoyekxxr,231668,3
0.462,0.745,0,-6.588,0,0.0699,0.0367,0.0,0.0795,0.254,100.042,audio_features,23EquxExXkNmGCCY96P0Iu,spotify:track:23EquxExXkNmGCCY96P0Iu,https://api.spotify.com/v1/tracks/23EquxExXkNmGCCY96P0Iu,https://api.spotify.com/v1/audio-analysis/23EquxExXkNmGCCY96P0Iu,193355,4
0.583,0.444,9,-8.601,1,0.0456,0.593,0.0,0.353,0.167,119.59,audio_features,1gjmPHYd1SoEmsj8Rd15MC,spotify:track:1gjmPHYd1SoEmsj8Rd15MC,https://api.spotify.com/v1/tracks/1gjmPHYd1SoEmsj8Rd15MC,https://api.spotify.com/v1/audio-analysis/1gjmPHYd1SoEmsj8Rd15MC,152796,4
0.677,0.633,7,-7.831,1,0.0771,0.0314,0.0,0.112,0.409,89.934,audio_features,3G1OkwOwT7rQpjxooDgApO,spotify:track:3G1OkwOwT7rQpjxooDgApO,https://api.spotify.com/v1/tracks/3G1OkwOwT7rQpjxooDgApO,https://api.spotify.com/v1/audio-analysis/3G1OkwOwT7rQpjxooDgApO,187239,4
0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,audio_features,5taMOY6HlxpEqUyhM1bFu2,spotify:track:5taMOY6HlxpEqUyhM1bFu2,https://api.spotify.com/v1/tracks/5taMOY6HlxpEqUyhM1bFu2,https://api.spotify.com/v1/audio-analysis/5taMOY6HlxpEqUyhM1bFu2,174406,4
0.509,0.228,4,-8.68,1,0.0332,0.92,0.0,0.104,0.586,90.674,audio_features,3hQnKdzsVzF0eEauZAnpvl,spotify:track:3hQnKdzsVzF0eEauZAnpvl,https://api.spotify.com/v1/tracks/3hQnKdzsVzF0eEauZAnpvl,https://api.spotify.com/v1/audio-analysis/3hQnKdzsVzF0eEauZAnpvl,156468,4
0.67,0.693,6,-8.34,1,0.35,0.2,0.0,0.0909,0.388,87.017,audio_features,6nPbYhCg1L6abGsy6bKylA,spotify:track:6nPbYhCg1L6abGsy6bKylA,https://api.spotify.com/v1/tracks/6nPbYhCg1L6abGsy6bKylA,https://api.spotify.com/v1/audio-analysis/6nPbYhCg1L6abGsy6bKylA,212093,4
0.495,0.333,4,-10.109,0,0.0288,0.737,0.0,0.112,0.37,99.757,audio_features,3ppFZ3cYXbi0T8tUJDNx7Q,spotify:track:3ppFZ3cYXbi0T8tUJDNx7Q,https://api.spotify.com/v1/tracks/3ppFZ3cYXbi0T8tUJDNx7Q,https://api.spotify.com/v1/audio-analysis/3ppFZ3cYXbi0T8tUJDNx7Q,158324,4
0.649,0.429,10,-8.428,0,0.468,0.386,0.0,0.311,0.426,100.389,audio_features,2dq9vLM5T9VUO4KpSZKTD1,spotify:track:2dq9vLM5T9VUO4KpSZKTD1,https://api.spotify.com/v1/tracks/2dq9vLM5T9VUO4KpSZKTD1,https://api.spotify.com/v1/audio-analysis/2dq9vLM5T9VUO4KpSZKTD1,104008,3
0.728,0.629,1,-6.629,1,0.0318,0.00196,1.94e-06,0.0847,0.71,135.031,audio_features,2gBPZEtW6sxFHHa7TL4jd0,spotify:track:2gBPZEtW6sxFHHa7TL4jd0,https://api.spotify.com/v1/tracks/2gBPZEtW6sxFHHa7TL4jd0,https://api.spotify.com/v1/audio-analysis/2gBPZEtW6sxFHHa7TL4jd0,198426,4
0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,140.002,audio_features,1woTc5oI7Eqj8thvGfdsxw,spotify:track:1woTc5oI7Eqj8thvGfdsxw,https://api.spotify.com/v1/tracks/1woTc5oI7Eqj8thvGfdsxw,https://api.spotify.com/v1/audio-analysis/1woTc5oI7Eqj8thvGfdsxw,170813,4
0.551,0.756,2,-7.679,1,0.045,0.000284,9.48e-05,0.118,0.359,75.991,audio_features,5rqtv4ydUZIztLYmtfArOf,spotify:track:5rqtv4ydUZIztLYmtfArOf,https://api.spotify.com/v1/tracks/5rqtv4ydUZIztLYmtfArOf,https://api.spotify.com/v1/audio-analysis/5rqtv4ydUZIztLYmtfArOf,179415,4
0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,audio_features,3mVZMDBFT5EjUut8wcRFHx,spotify:track:3mVZMDBFT5EjUut8wcRFHx,https://api.spotify.com/v1/tracks/3mVZMDBFT5EjUut8wcRFHx,https://api.spotify.com/v1/audio-analysis/3mVZMDBFT5EjUut8wcRFHx,153190,4
0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,3wKpoOfaQaxdnalXMqSPpO,spotify:track:3wKpoOfaQaxdnalXMqSPpO,https://api.spotify.com/v1/tracks/3wKpoOfaQaxdnalXMqSPpO,https://api.spotify.com/v1/audio-analysis/3wKpoOfaQaxdnalXMqSPpO,198082,4
0.759,0.584,8,-6.655,1,0.06,0.0652,1.59e-06,0.16,0.374,127.138,audio_features,0Zmkb0nqXMqpUgJQrXXHnb,spotify:track:0Zmkb0nqXMqpUgJQrXXHnb,https://api.spotify.com/v1/tracks/0Zmkb0nqXMqpUgJQrXXHnb,https://api.spotify.com/v1/audio-analysis/0Zmkb0nqXMqpUgJQrXXHnb,186696,4
0.79,0.724,1,-6.972,1,0.0852,0.0696,2.33e-06,0.113,0.642,101.04,audio_features,3vw444I3uzqwcEryeh5Z6H,spotify:track:3vw444I3uzqwcEryeh5Z6H,https://api.spotify.com/v1/tracks/3vw444I3uzqwcEryeh5Z6H,https://api.spotify.com/v1/audio-analysis/3vw444I3uzqwcEryeh5Z6H,159250,4
0.685,0.521,2,-8.285,1,0.0345,0.185,3.59e-06,0.111,0.578,115.885,audio_features,0lNotCAaSDP4itCAtEE7My,spotify:track:0lNotCAaSDP4itCAtEE7My,https://api.spotify.com/v1/tracks/0lNotCAaSDP4itCAtEE7My,https://api.spotify.com/v1/audio-analysis/0lNotCAaSDP4itCAtEE7My,190779,4
0.619,0.241,11,-7.102,0,0.046,0.9,0.0,0.116,0.0719,79.461,audio_features,3353R7ZeupOP7Rp7o94mqa,spotify:track:3353R7ZeupOP7Rp7o94mqa,https://api.spotify.com/v1/tracks/3353R7ZeupOP7Rp7o94mqa,https://api.spotify.com/v1/audio-analysis/3353R7ZeupOP7Rp7o94mqa,149190,4
0.725,0.716,9,-5.448,1,0.0349,0.00945,0.0,0.119,0.904,150.074,audio_features,7i2xVGqiF5FBPvLg6PLHX3,spotify:track:7i2xVGqiF5FBPvLg6PLHX3,https://api.spotify.com/v1/tracks/7i2xVGqiF5FBPvLg6PLHX3,https://api.spotify.com/v1/audio-analysis/7i2xVGqiF5FBPvLg6PLHX3,215020,4
0.704,0.659,3,-5.959,1,0.0315,0.00197,3.36e-06,0.141,0.542,120.064,audio_features,4C9pETarpQoI5ODtx6My41,spotify:track:4C9pETarpQoI5ODtx6My41,https://api.spotify.com/v1/tracks/4C9pETarpQoI5ODtx6My41,https://api.spotify.com/v1/audio-analysis/4C9pETarpQoI5ODtx6My41,193360,4
0.48,0.274,2,-7.083,1,0.0317,0.771,0.0,0.114,0.332,179.637,audio_features,10Z9RbwrTbQ0gQeNRJ2dC1,spotify:track:10Z9RbwrTbQ0gQeNRJ2dC1,https://api.spotify.com/v1/tracks/10Z9RbwrTbQ0gQeNRJ2dC1,https://api.spotify.com/v1/audio-analysis/10Z9RbwrTbQ0gQeNRJ2dC1,207020,3
0.628,0.702,7,-4.918,1,0.0327,0.0328,0.0,0.0811,0.444,139.968,audio_features,4pIC8i4jv9HT1CPH2aGbw3,spotify:track:4pIC8i4jv9HT1CPH2aGbw3,https://api.spotify.com/v1/tracks/4pIC8i4jv9HT1CPH2aGbw3,https://api.spotify.com/v1/audio-analysis/4pIC8i4jv9HT1CPH2aGbw3,241392,4
0.67,0.441,7,-7.803,1,0.104,0.615,0.0,0.0947,0.849,131.92,audio_features,6iKFUkq6GmaW4UQGED1tSd,spotify:track:6iKFUkq6GmaW4UQGED1tSd,https://api.spotify.com/v1/tracks/6iKFUkq6GmaW4UQGED1tSd,https://api.spotify.com/v1/audio-analysis/6iKFUkq6GmaW4UQGED1tSd,161819,4
0.45,0.324,4,-7.564,1,0.0264,0.829,0.0,0.089,0.291,151.658,audio_features,6EKDPhgCDL2cwRvloAEwSP,spotify:track:6EKDPhgCDL2cwRvloAEwSP,https://api.spotify.com/v1/tracks/6EKDPhgCDL2cwRvloAEwSP,https://api.spotify.com/v1/audio-analysis/6EKDPhgCDL2cwRvloAEwSP,159724,4
0.583,0.444,9,-8.601,1,0.0456,0.593,0.0,0.353,0.167,119.59,audio_features,0oaY19dUwZimIgzn3ZZLZO,spotify:track:0oaY19dUwZimIgzn3ZZLZO,https://api.spotify.com/v1/tracks/0oaY19dUwZimIgzn3ZZLZO,https://api.spotify.com/v1/audio-analysis/0oaY19dUwZimIgzn3ZZLZO,152796,4
0.677,0.633,7,-7.831,1,0.0771,0.0314,0.0,0.112,0.409,89.934,audio_features,5NU40QTlXrDUJzDBdv79bg,spotify:track:5NU40QTlXrDUJzDBdv79bg,https://api.spotify.com/v1/tracks/5NU40QTlXrDUJzDBdv79bg,https://api.spotify.com/v1/audio-analysis/5NU40QTlXrDUJzDBdv79bg,187239,4
0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,audio_features,6F2r4HgpJnvKDmkN6JEN6J,spotify:track:6F2r4HgpJnvKDmkN6JEN6J,https://api.spotify.com/v1/tracks/6F2r4HgpJnvKDmkN6JEN6J,https://api.spotify.com/v1/audio-analysis/6F2r4HgpJnvKDmkN6JEN6J,174406,4
0.509,0.228,4,-8.68,1,0.0332,0.92,0.0,0.104,0.586,90.674,audio_features,3T03rPwlL8NVk1yIaxeD8U,spotify:track:3T03rPwlL8NVk1yIaxeD8U,https://api.spotify.com/v1/tracks/3T03rPwlL8NVk1yIaxeD8U,https://api.spotify.com/v1/audio-analysis/3T03rPwlL8NVk1yIaxeD8U,156468,4
0.67,0.693,6,-8.34,1,0.35,0.2,0.0,0.0909,0.388,87.017,audio_features,6Xgq7MvZiet0hVi3KaDSgJ,spotify:track:6Xgq7MvZiet0hVi3KaDSgJ,https://api.spotify.com/v1/tracks/6Xgq7MvZiet0hVi3KaDSgJ,https://api.spotify.com/v1/audio-analysis/6Xgq7MvZiet0hVi3KaDSgJ,212093,4
0.495,0.333,4,-10.109,0,0.0288,0.737,0.0,0.112,0.37,99.757,audio_features,137mSruegm1u6x9NvwiagR,spotify:track:137mSruegm1u6x9NvwiagR,https://api.spotify.com/v1/tracks/137mSruegm1u6x9NvwiagR,https://api.spotify.com/v1/audio-analysis/137mSruegm1u6x9NvwiagR,158324,4
0.649,0.429,10,-8.428,0,0.468,0.386,0.0,0.311,0.426,100.389,audio_features,680qLWCMRfR6evrNNBCE9e,spotify:track:680qLWCMRfR6evrNNBCE9e,https://api.spotify.com/v1/tracks/680qLWCMRfR6evrNNBCE9e,https://api.spotify.com/v1/audio-analysis/680qLWCMRfR6evrNNBCE9e,104008,3
0.728,0.629,1,-6.629,1,0.0318,0.00196,1.94e-06,0.0847,0.71,135.031,audio_features,7aely3H8kMj9o0gt6vXHE1,spotify:track:7aely3H8kMj9o0gt6vXHE1,https://api.spotify.com/v1/tracks/7aely3H8kMj9o0gt6vXHE1,https://api.spotify.com/v1/audio-analysis/7aely3H8kMj9o0gt6vXHE1,198426,4
0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,140.002,audio_features,1nahzW3kfMuwReTka28tH5,spotify:track:1nahzW3kfMuwReTka28tH5,https://api.spotify.com/v1/tracks/1nahzW3kfMuwReTka28tH5,https://api.spotify.com/v1/audio-analysis/1nahzW3kfMuwReTka28tH5,170813,4
0.551,0.756,2,-7.679,1,0.045,0.000284,9.48e-05,0.118,0.359,75.991,audio_features,3buwFfY33H32wfZ6X9poV3,spotify:track:3buwFfY33H32wfZ6X9poV3,https://api.spotify.com/v1/tracks/3buwFfY33H32wfZ6X9poV3,https://api.spotify.com/v1/audio-analysis/3buwFfY33H32wfZ6X9poV3,179415,4
0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,audio_features,6I3mqTwhRpn34SLVafSH7G,spotify:track:6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/audio-analysis/6I3mqTwhRpn34SLVafSH7G,153190,4
